date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:25:22	1175/1175	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Mar%202007%2015:42:01%20GMT	http://needlebar.org/main/makers/australia/martin/index.html	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/makers/australia/martin/index.html	(from http://needlebar.org/main/makers/australia/index.html)
11:25:24	2358/2358	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Mar%202007%2015:42:10%20GMT	http://needlebar.org/main/makers/australia/martin/models/index.html	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/makers/australia/martin/models/index.html	(from http://needlebar.org/main/makers/australia/index.html)
11:25:26	1602/1602	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Mar%202007%2015:42:02%20GMT	http://needlebar.org/main/makers/australia/martin/models/1index.html	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/makers/australia/martin/models/1index.html	(from http://needlebar.org/main/makers/australia/index.html)
11:25:29	2618/2618	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Mar%202007%2015:42:13%20GMT	http://needlebar.org/main/makers/australia/myer/index.html	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/makers/australia/myer/index.html	(from http://needlebar.org/main/makers/australia/index.html)
11:25:32	2362/2362	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Mar%202007%2015:42:14%20GMT	http://needlebar.org/main/makers/australia/myer/models/index.html	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/makers/australia/myer/models/index.html	(from http://needlebar.org/main/makers/australia/index.html)
11:25:34	2271/2271	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Mar%202007%2015:42:36%20GMT	http://needlebar.org/main/makers/australia/reynold/models/index.html	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/makers/australia/reynold/models/index.html	(from http://needlebar.org/main/makers/australia/index.html)
11:25:36	1425/1425	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Mar%202007%2015:42:46%20GMT	http://needlebar.org/main/makers/australia/rowley/index.html	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/makers/australia/rowley/index.html	(from http://needlebar.org/main/makers/australia/index.html)
11:25:38	2082/2082	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Mar%202007%2015:42:48%20GMT	http://needlebar.org/main/makers/australia/savery/index.html	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/makers/australia/savery/index.html	(from http://needlebar.org/main/makers/australia/index.html)
11:25:41	7767/7767	---M--	200	added ('OK')	image/gif	date:Wed,%2021%20Mar%202007%2015:44:56%20GMT	http://needlebar.org/main/makers/france/france.gif	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/makers/france/france.gif	(from http://needlebar.org/main/makers/france/index.html)
11:25:44	2793/2793	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Mar%202007%2015:44:54%20GMT	http://needlebar.org/main/makers/france/a/avrial/index.html	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/makers/france/a/avrial/index.html	(from http://needlebar.org/main/makers/france/index.html)
11:25:46	2021/2021	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Mar%202007%2015:45:02%20GMT	http://needlebar.org/main/makers/france/j/jacobgaulard/index.html	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/makers/france/j/jacobgaulard/index.html	(from http://needlebar.org/main/makers/france/index.html)
11:25:49	8145/8145	---M--	200	added ('OK')	image/gif	date:Wed,%2021%20Mar%202007%2015:58:33%20GMT	http://needlebar.org/main/makers/japan/japanflag.gif	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/makers/japan/japanflag.gif	(from http://needlebar.org/main/makers/japan/index.html)
11:25:52	2173/2173	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Mar%202007%2015:58:34%20GMT	http://needlebar.org/main/makers/japan/lead/1index.html	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/makers/japan/lead/1index.html	(from http://needlebar.org/main/makers/japan/index.html)
11:25:54	2016/2016	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Mar%202007%2015:58:43%20GMT	http://needlebar.org/main/makers/japan/lead/index.html	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/makers/japan/lead/index.html	(from http://needlebar.org/main/makers/japan/index.html)
11:25:56	3916/3916	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Mar%202007%2015:58:26%20GMT	http://needlebar.org/main/makers/japan/brother/index.html	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/makers/japan/brother/index.html	(from http://needlebar.org/main/makers/japan/index.html)
11:25:58	1995/1995	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Mar%202007%2015:58:55%20GMT	http://needlebar.org/main/makers/japan/yazawa/index.html	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/makers/japan/yazawa/index.html	(from http://needlebar.org/main/makers/japan/index.html)
11:26:00	0/0	---MCZ	500	error ('Internal%20Server%20Error')	text/html	date:Wed,%2020%20Mar%202024%2015:25:58%20GMT	http://needlebar.org/bb2/	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/bb2/index.html	(from http://needlebar.org/)
11:26:01	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2020%20Mar%202024%2015:26:00%20GMT	http://needlebar.org/common-cgi/counter.cgi?df=library.dat	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/common-cgi/counter11f5.cgi	(from http://needlebar.org/main/biblio/library.html)
11:26:02	311/311	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Mar%202007%2016:10:56%20GMT	http://needlebar.org/main/manuals/BradburyWellington/paper.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/manuals/BradburyWellington/paper.jpg	(from http://needlebar.org/main/manuals/BradburyWellington/index.html)
11:26:15	62836/62836	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Mar%202007%2016:11:13%20GMT	http://needlebar.org/main/manuals/BradburyWellington/wellton.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/manuals/BradburyWellington/wellton.jpg	(from http://needlebar.org/main/manuals/BradburyWellington/index.html)
11:26:21	27071/27071	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Mar%202007%2016:11:07%20GMT	http://needlebar.org/main/manuals/BradburyWellington/tension1.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/manuals/BradburyWellington/tension1.jpg	(from http://needlebar.org/main/manuals/BradburyWellington/index.html)
11:26:27	28039/28039	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Mar%202007%2016:11:09%20GMT	http://needlebar.org/main/manuals/BradburyWellington/tension2.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/manuals/BradburyWellington/tension2.jpg	(from http://needlebar.org/main/manuals/BradburyWellington/index.html)
11:26:33	29303/29303	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Mar%202007%2016:11:11%20GMT	http://needlebar.org/main/manuals/BradburyWellington/tension3.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/manuals/BradburyWellington/tension3.jpg	(from http://needlebar.org/main/manuals/BradburyWellington/index.html)
11:26:46	63368/63368	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Mar%202007%2016:10:53%20GMT	http://needlebar.org/main/manuals/BradburyWellington/braid.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/manuals/BradburyWellington/braid.jpg	(from http://needlebar.org/main/manuals/BradburyWellington/2index.html)
11:26:55	49519/49519	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Mar%202007%2016:11:03%20GMT	http://needlebar.org/main/manuals/BradburyWellington/quilt.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/manuals/BradburyWellington/quilt.jpg	(from http://needlebar.org/main/manuals/BradburyWellington/2index.html)
11:27:07	61989/61989	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Mar%202007%2016:11:05%20GMT	http://needlebar.org/main/manuals/BradburyWellington/stand.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/manuals/BradburyWellington/stand.jpg	(from http://needlebar.org/main/manuals/BradburyWellington/4index.html)
11:27:30	132711/132711	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Mar%202007%2016:11:00%20GMT	http://needlebar.org/main/manuals/BradburyWellington/parts.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/manuals/BradburyWellington/parts.jpg	(from http://needlebar.org/main/manuals/BradburyWellington/4index.html)
11:27:46	79631/79631	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Mar%202007%2016:11:16%20GMT	http://needlebar.org/main/manuals/BradburyWellington/works.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/manuals/BradburyWellington/works.jpg	(from http://needlebar.org/main/manuals/BradburyWellington/4index.html)
11:27:51	18550/18550	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Mar%202007%2016:10:15%20GMT	http://needlebar.org/main/manuals/bradburyb2/001.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/manuals/bradburyb2/001.jpg	(from http://needlebar.org/main/manuals/bradburyb2/index.html)
11:27:54	8620/8620	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Mar%202007%2016:10:16%20GMT	http://needlebar.org/main/manuals/bradburyb2/002.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/manuals/bradburyb2/002.jpg	(from http://needlebar.org/main/manuals/bradburyb2/index.html)
11:28:00	19174/19174	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Mar%202007%2016:10:21%20GMT	http://needlebar.org/main/manuals/bradburyb2/003.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/manuals/bradburyb2/003.jpg	(from http://needlebar.org/main/manuals/bradburyb2/index.html)
11:28:05	18995/18995	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Mar%202007%2016:10:22%20GMT	http://needlebar.org/main/manuals/bradburyb2/004.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/manuals/bradburyb2/004.jpg	(from http://needlebar.org/main/manuals/bradburyb2/index.html)
11:28:13	35836/35836	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Mar%202007%2016:10:24%20GMT	http://needlebar.org/main/manuals/bradburyb2/005.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/manuals/bradburyb2/005.jpg	(from http://needlebar.org/main/manuals/bradburyb2/index.html)
11:28:16	10645/10645	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Mar%202007%2016:10:25%20GMT	http://needlebar.org/main/manuals/bradburyb2/006.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/manuals/bradburyb2/006.jpg	(from http://needlebar.org/main/manuals/bradburyb2/index.html)
11:28:22	30911/30911	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Mar%202007%2016:10:27%20GMT	http://needlebar.org/main/manuals/bradburyb2/007.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/manuals/bradburyb2/007.jpg	(from http://needlebar.org/main/manuals/bradburyb2/index.html)
11:28:28	18311/18311	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Mar%202007%2016:10:31%20GMT	http://needlebar.org/main/manuals/bradburyb2/008.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/manuals/bradburyb2/008.jpg	(from http://needlebar.org/main/manuals/bradburyb2/part2.html)
11:28:32	18725/18725	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Mar%202007%2016:10:33%20GMT	http://needlebar.org/main/manuals/bradburyb2/009.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/manuals/bradburyb2/009.jpg	(from http://needlebar.org/main/manuals/bradburyb2/part2.html)
11:28:37	21656/21656	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Mar%202007%2016:10:34%20GMT	http://needlebar.org/main/manuals/bradburyb2/010.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/manuals/bradburyb2/010.jpg	(from http://needlebar.org/main/manuals/bradburyb2/part2.html)
11:28:41	13393/13393	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Mar%202007%2016:10:36%20GMT	http://needlebar.org/main/manuals/bradburyb2/011.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/manuals/bradburyb2/011.jpg	(from http://needlebar.org/main/manuals/bradburyb2/part2.html)
11:28:46	20872/20872	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Mar%202007%2016:10:37%20GMT	http://needlebar.org/main/manuals/bradburyb2/012.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/manuals/bradburyb2/012.jpg	(from http://needlebar.org/main/manuals/bradburyb2/part2.html)
11:28:48	311/311	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Mar%202007%2016:16:46%20GMT	http://needlebar.org/main/manuals/JonesHand/paper.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/manuals/JonesHand/paper.jpg	(from http://needlebar.org/main/manuals/davisvs/index.html)
11:29:00	53282/53282	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Mar%202007%2016:11:19%20GMT	http://needlebar.org/main/manuals/davisvs/01.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/manuals/davisvs/01.jpg	(from http://needlebar.org/main/manuals/davisvs/index.html)
11:29:10	50664/50664	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Mar%202007%2016:11:21%20GMT	http://needlebar.org/main/manuals/davisvs/02.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/manuals/davisvs/02.jpg	(from http://needlebar.org/main/manuals/davisvs/index.html)
11:29:15	13051/13051	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Mar%202007%2016:11:22%20GMT	http://needlebar.org/main/manuals/davisvs/03.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/manuals/davisvs/03.jpg	(from http://needlebar.org/main/manuals/davisvs/index.html)
11:29:30	74268/74268	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Mar%202007%2016:11:25%20GMT	http://needlebar.org/main/manuals/davisvs/04.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/manuals/davisvs/04.jpg	(from http://needlebar.org/main/manuals/davisvs/index.html)
11:29:32	2091/2091	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Mar%202007%2016:11:26%20GMT	http://needlebar.org/main/manuals/davisvs/05.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/manuals/davisvs/05.jpg	(from http://needlebar.org/main/manuals/davisvs/2index.html)
11:29:34	2204/2204	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Mar%202007%2016:11:27%20GMT	http://needlebar.org/main/manuals/davisvs/06.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/manuals/davisvs/06.jpg	(from http://needlebar.org/main/manuals/davisvs/2index.html)
11:29:36	2141/2141	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Mar%202007%2016:11:28%20GMT	http://needlebar.org/main/manuals/davisvs/07.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/manuals/davisvs/07.jpg	(from http://needlebar.org/main/manuals/davisvs/2index.html)
11:29:47	62571/62571	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Mar%202007%2016:11:30%20GMT	http://needlebar.org/main/manuals/davisvs/08.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/manuals/davisvs/08.jpg	(from http://needlebar.org/main/manuals/davisvs/2index.html)
11:30:00	51056/51056	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Mar%202007%2016:11:33%20GMT	http://needlebar.org/main/manuals/davisvs/09.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/manuals/davisvs/09.jpg	(from http://needlebar.org/main/manuals/davisvs/2index.html)
11:30:12	51462/51462	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Mar%202007%2016:11:35%20GMT	http://needlebar.org/main/manuals/davisvs/10.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/manuals/davisvs/10.jpg	(from http://needlebar.org/main/manuals/davisvs/2index.html)
11:30:24	63846/63846	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Mar%202007%2016:11:38%20GMT	http://needlebar.org/main/manuals/davisvs/11.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/manuals/davisvs/11.jpg	(from http://needlebar.org/main/manuals/davisvs/2index.html)
11:30:37	62572/62572	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Mar%202007%2016:11:40%20GMT	http://needlebar.org/main/manuals/davisvs/12.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/manuals/davisvs/12.jpg	(from http://needlebar.org/main/manuals/davisvs/2index.html)
11:30:49	57891/57891	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Mar%202007%2016:11:42%20GMT	http://needlebar.org/main/manuals/davisvs/13.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/manuals/davisvs/13.jpg	(from http://needlebar.org/main/manuals/davisvs/2index.html)
11:31:01	67945/67945	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Mar%202007%2016:11:45%20GMT	http://needlebar.org/main/manuals/davisvs/14.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/manuals/davisvs/14.jpg	(from http://needlebar.org/main/manuals/davisvs/2index.html)
11:31:02	1176/1176	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Mar%202007%2016:12:27%20GMT	http://needlebar.org/main/manuals/eldredge2spool/ornament.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/manuals/eldredge2spool/ornament.jpg	(from http://needlebar.org/main/manuals/eldredge2spool/1index.html)
11:31:10	26068/26068	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Mar%202007%2016:12:04%20GMT	http://needlebar.org/main/manuals/eldredge2spool/fig01.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/manuals/eldredge2spool/fig01.jpg	(from http://needlebar.org/main/manuals/eldredge2spool/1index.html)
11:31:14	13923/13923	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Mar%202007%2016:12:05%20GMT	http://needlebar.org/main/manuals/eldredge2spool/fig02.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/manuals/eldredge2spool/fig02.jpg	(from http://needlebar.org/main/manuals/eldredge2spool/1index.html)
11:31:18	14617/14617	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Mar%202007%2016:12:06%20GMT	http://needlebar.org/main/manuals/eldredge2spool/fig03.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/manuals/eldredge2spool/fig03.jpg	(from http://needlebar.org/main/manuals/eldredge2spool/1index.html)
11:31:22	16429/16429	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Mar%202007%2016:12:08%20GMT	http://needlebar.org/main/manuals/eldredge2spool/fig04.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/manuals/eldredge2spool/fig04.jpg	(from http://needlebar.org/main/manuals/eldredge2spool/1index.html)
11:31:28	29147/29147	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Mar%202007%2016:12:10%20GMT	http://needlebar.org/main/manuals/eldredge2spool/fig05.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/manuals/eldredge2spool/fig05.jpg	(from http://needlebar.org/main/manuals/eldredge2spool/1index.html)
11:31:31	14877/14877	---MCZ	200	added ('OK')	text/html	date:Fri,%2024%20May%202013%2021:43:43%20GMT	http://needlebar.org/main/index.html	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/index-2.html	(from http://needlebar.org/main/manuals/eldredge2spool/1index.html)
11:31:32	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2020%20Mar%202024%2015:31:31%20GMT	http://needlebar.org/main/manuals/eldredge2spool/paper.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/manuals/eldredge2spool/paper.jpg	(from http://needlebar.org/main/manuals/eldredge2spool/2index.html)
11:31:36	17237/17237	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Mar%202007%2016:12:11%20GMT	http://needlebar.org/main/manuals/eldredge2spool/fig06.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/manuals/eldredge2spool/fig06.jpg	(from http://needlebar.org/main/manuals/eldredge2spool/2index.html)
11:31:41	20799/20799	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Mar%202007%2016:12:13%20GMT	http://needlebar.org/main/manuals/eldredge2spool/fig07.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/manuals/eldredge2spool/fig07.jpg	(from http://needlebar.org/main/manuals/eldredge2spool/2index.html)
11:31:45	13373/13373	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Mar%202007%2016:12:14%20GMT	http://needlebar.org/main/manuals/eldredge2spool/fig08.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/manuals/eldredge2spool/fig08.jpg	(from http://needlebar.org/main/manuals/eldredge2spool/2index.html)
11:31:49	15354/15354	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Mar%202007%2016:12:29%20GMT	http://needlebar.org/main/manuals/eldredge2spool/sp-case.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/manuals/eldredge2spool/sp-case.jpg	(from http://needlebar.org/main/manuals/eldredge2spool/2index.html)
11:31:54	20435/20435	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Mar%202007%2016:12:17%20GMT	http://needlebar.org/main/manuals/eldredge2spool/fig10.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/manuals/eldredge2spool/fig10.jpg	(from http://needlebar.org/main/manuals/eldredge2spool/2index.html)
11:31:59	16925/16925	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Mar%202007%2016:12:18%20GMT	http://needlebar.org/main/manuals/eldredge2spool/fig11.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/manuals/eldredge2spool/fig11.jpg	(from http://needlebar.org/main/manuals/eldredge2spool/2index.html)
11:32:02	9792/9792	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Mar%202007%2016:12:39%20GMT	http://needlebar.org/main/manuals/eldredge2spool/tension1.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/manuals/eldredge2spool/tension1.jpg	(from http://needlebar.org/main/manuals/eldredge2spool/2index.html)
11:32:06	9771/9771	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Mar%202007%2016:12:41%20GMT	http://needlebar.org/main/manuals/eldredge2spool/tension2.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/manuals/eldredge2spool/tension2.jpg	(from http://needlebar.org/main/manuals/eldredge2spool/2index.html)
11:32:10	9814/9814	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Mar%202007%2016:12:42%20GMT	http://needlebar.org/main/manuals/eldredge2spool/tension3.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/manuals/eldredge2spool/tension3.jpg	(from http://needlebar.org/main/manuals/eldredge2spool/2index.html)
11:32:16	22867/22867	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Mar%202007%2016:12:20%20GMT	http://needlebar.org/main/manuals/eldredge2spool/fig12.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/manuals/eldredge2spool/fig12.jpg	(from http://needlebar.org/main/manuals/eldredge2spool/2index.html)
11:32:21	14090/14090	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Mar%202007%2016:12:22%20GMT	http://needlebar.org/main/manuals/eldredge2spool/fig13.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/manuals/eldredge2spool/fig13.jpg	(from http://needlebar.org/main/manuals/eldredge2spool/2index.html)
11:32:26	23155/23155	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Mar%202007%2016:12:24%20GMT	http://needlebar.org/main/manuals/eldredge2spool/fig15.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/manuals/eldredge2spool/fig15.jpg	(from http://needlebar.org/main/manuals/eldredge2spool/3index.html)
11:32:32	19435/19435	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Mar%202007%2016:12:26%20GMT	http://needlebar.org/main/manuals/eldredge2spool/fig16.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/manuals/eldredge2spool/fig16.jpg	(from http://needlebar.org/main/manuals/eldredge2spool/3index.html)
11:32:38	24148/24148	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Mar%202007%2016:12:34%20GMT	http://needlebar.org/main/manuals/eldredge2spool/stand.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/manuals/eldredge2spool/stand.jpg	(from http://needlebar.org/main/manuals/eldredge2spool/3index.html)
11:32:45	28926/28926	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Mar%202007%2016:12:31%20GMT	http://needlebar.org/main/manuals/eldredge2spool/st-parts.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/manuals/eldredge2spool/st-parts.jpg	(from http://needlebar.org/main/manuals/eldredge2spool/4index.html)
11:32:51	30482/30482	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Mar%202007%2016:11:56%20GMT	http://needlebar.org/main/manuals/eldredge2spool/2S-parts1.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/manuals/eldredge2spool/2S-parts1.jpg	(from http://needlebar.org/main/manuals/eldredge2spool/4index.html)
11:32:59	39197/39197	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Mar%202007%2016:11:58%20GMT	http://needlebar.org/main/manuals/eldredge2spool/2S-parts2.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/manuals/eldredge2spool/2S-parts2.jpg	(from http://needlebar.org/main/manuals/eldredge2spool/4index.html)
11:33:00	311/311	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Mar%202007%2016:19:10%20GMT	http://needlebar.org/main/manuals/mewafreia/paper.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/manuals/mewafreia/paper.jpg	(from http://needlebar.org/main/manuals/mewafreia/1index.html)
11:33:08	28554/28554	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Mar%202007%2016:19:09%20GMT	http://needlebar.org/main/manuals/mewafreia/logo.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/manuals/mewafreia/logo.jpg	(from http://needlebar.org/main/manuals/mewafreia/1index.html)
